pct_carrier_delay;pct_atc_delay;pct_weather_delay;airline
957.291.666.666.667;156.875;16.875;American
136.839.378.238.342;443.523.316.062.176;171.502.590.673.575;American
622.794.117.647.059;552.205.882.352.941;0.919117647058823;American
122.792.792.792.793;379.279.279.279.279;176.576.576.576.577;American
424.561.403.508.772;121.125;0.603508771929825;American
171.346.153.846.154;255.769.230.769.231;178.846.153.846.154;American
918.987.341.772.152;110.632.911.392.405;310.759.493.670.886;American
100.267.857.142.857;751.785.714.285.714;100.892.857.142.857;American
669.656.992.084.433;760.686.015.831.135;115.303.430.079.156;American
893.891.402.714.932;458.371.040.723.982;256.334.841.628.959;American
121.964.285.714.286;9.25;169.642.857.142.857;American
144.732.824.427.481;594.656.488.549.618;277.862.595.419.847;American
120.909.090.909.091;401.683.501.683.502;220.538.720.538.721;American
630.379.746.835.443;110.126.582.278.481;243.037.974.683.544;American
163.235.294.117.647;583.333.333.333.333;265.686.274.509.804;American
536.144.578.313.253;626.506.024.096.386;243.975.903.614.458;American
118.388.746.803.069;4;237.340.153.452.685;American
907.659.574.468.085;452.765.957.446.809;149.148.936.170.213;American
99.125;0.6875;0.4375;American
736.931.818.181.818;394.602.272.727.273;220.738.636.363.636;American
610.466.439.135.381;184.641.638.225.256;140.728.100.113.766;American
982.629.107.981.221;410.798.122.065.728;182.629.107.981.221;American
12.705.501.618.123;897.087.378.640.777;107.443.365.695.793;American
1.171.875;525.520.833.333.333;338.020.833.333.333;American
136.666.666.666.667;451.351.351.351.351;23.963.963.963.964;American
103.460.490.463.215;401.089.918.256.131;115.531.335.149.864;American
902.097.130.242.826;400.441.501.103.753;123.951.434.878.587;American
106.666.666.666.667;972.222.222.222.222;231.481.481.481.481;American
6.375;8.575;0;American
103.177.966.101.695;502.542.372.881.356;183.686.440.677.966;American
131.785.714.285.714;315.178.571.428.571;207.589.285.714.286;American
908.270.676.691.729;419.924.812.030.075;292.857.142.857.143;American
744.117.647.058.823;0.397058823529412;145.588.235.294.118;American
8.25;4.25;0;Alaska
571.153.846.153.846;530.769.230.769.231;0.519230769230769;Alaska
242.335.025.380.711;221.421.319.796.954;0.450761421319797;Alaska
357.142.857.142.857;0.678571428571429;289.285.714.285.714;Alaska
26.875;35.625;0;Alaska
6.175;3.225;0;Alaska
0;0;0;Alaska
315.686.274.509.804;175.882.352.941.176;0.823529411764706;Alaska
290.625;3.015.625;3.125;Alaska
2.375;1.375;0;Alaska
410.714.285.714.286;326.785.714.285.714;0.732142857142857;Alaska
548.809.523.809.524;615.476.190.476.191;0;Alaska
252.884.615.384.615;540.384.615.384.615;0;Alaska
351.785.714.285.714;109.821.428.571.429;0;Alaska
617.857.142.857.143;453.571.428.571.429;178.571.428.571.429;Alaska
360.069.444.444.444;231.944.444.444.444;163.541.666.666.667;Alaska
1.2;17.875;0;Alaska
417.857.142.857.143;176.071.428.571.429;110.714.285.714.286;Alaska
0;0;0;Alaska
278.260.869.565.217;575.724.637.681.159;282.971.014.492.754;Alaska
7.8;34.7;2.5;Alaska
195.238.095.238.095;175.595.238.095.238;133.333.333.333.333;Alaska
37.864.768.683.274;274.021.352.313.167;0;Alaska
289.540.816.326.531;327.040.816.326.531;0;Alaska
1.5;306.428.571.428.571;0;Alaska
714.285.714.285.714;178.571.428.571.429;0;Alaska
285.714.285.714.286;0.714285714285714;0;Alaska
473.076.923.076.923;164.230.769.230.769;0;Alaska
343.589.743.589.744;0.83974358974359;0;Alaska
0.678571428571428;386.309.523.809.524;473.809.523.809.524;Alaska
236.904.761.904.762;417.857.142.857.143;257.142.857.142.857;Alaska
5.7;5.55;0;Alaska
0.486486486486487;329.369.369.369.369;0.900900900900901;Alaska
238.095.238.095.238;278.571.428.571.429;0;Alaska
283.307.332.293.292;348.205.928.237.129;0.0249609984399376;Alaska
4.9;271.904.761.904.762;0;Alaska
0;153.571.428.571.429;728.571.428.571.429;Alaska
251.190.476.190.476;163.095.238.095.238;0;Alaska
228.629.032.258.065;341.935.483.870.968;0;Alaska
221.153.846.153.846;0.596153846153846;0;Alaska
262.728.177.895.785;379.190.175.904.414;0.155990706936608;Alaska
381.818.181.818.182;363.272.727.272.727;0.395454545454545;Alaska
469.047.619.047.619;0.964285714285714;0.535714285714286;Alaska
377.094.972.067.039;403.351.955.307.263;111.731.843.575.419;Alaska
641.666.666.666.667;217.592.592.592.593;0;Alaska
24.330.985.915.493;179.929.577.464.789;0;Alaska
314.285.714.285.714;4;0;Alaska
178.571.428.571.429;191.071.428.571.429;319.642.857.142.857;Alaska
0.517857142857143;4.75;0.375;Alaska
769.230.769.230.769;104.117.647.058.824;10.814.479.638.009;Jet Blue
648.603.988.603.989;955.897.435.897.436;0.545299145299145;Jet Blue
870.238.095.238.095;115.952.380.952.381;297.619.047.619.048;Jet Blue
145.942.028.985.507;851.449.275.362.319;195.652.173.913.043;Jet Blue
819.736.842.105.263;446.578.947.368.421;138.684.210.526.316;Jet Blue
70.989.010.989.011;145.054.945.054.945;185.714.285.714.286;Jet Blue
193.457.943.925.234;161.682.242.990.654;0.252336448598131;Jet Blue
101.732.283.464.567;720.472.440.944.882;166.929.133.858.268;Jet Blue
827.272.727.272.727;307.792.207.792.208;0.0649350649350649;Jet Blue
657.035.175.879.397;771.608.040.201.005;0;Jet Blue
902.288.732.394.366;104.964.788.732.394;0.897887323943662;Jet Blue
216.071.428.571.429;171.428.571.428.571;178.571.428.571.429;Jet Blue
930.833.333.333.333;446.944.444.444.444;0.05;Jet Blue
68.448.275.862.069;46.551.724.137.931;0.46551724137931;Jet Blue
183.142.857.142.857;758.095.238.095.238;32.952.380.952.381;Jet Blue
560.835.280.373.832;901.285.046.728.972;0.289135514018692;Jet Blue
792.682.926.829.268;514.227.642.276.423;0.585365853658537;Jet Blue
15.952.380.952.381;573.809.523.809.524;129.761.904.761.905;Jet Blue
6.368;10.92;0.668;Jet Blue
518.610.421.836.228;640.074.441.687.345;0.424317617866005;Jet Blue
113.676.716.917.923;127.118.927.973.199;0.868509212730318;Jet Blue
706.666.666.666.667;109.904.761.904.762;0.571428571428571;Jet Blue
570.769.230.769.231;476.923.076.923.077;102.564.102.564.103;Jet Blue
560.431.654.676.259;157.482.014.388.489;143.884.892.086.331;Jet Blue
112.384.341.637.011;128.754.448.398.577;150.889.679.715.302;Jet Blue
15.289.156.626.506;398.795.180.722.892;0.457831325301205;Jet Blue
116.938.775.510.204;371.428.571.428.571;261.224.489.795.918;Jet Blue
720.238.095.238.095;553.571.428.571.429;208.333.333.333.333;Jet Blue
965.454.545.454.545;5.6;0.763636363636364;Jet Blue
884.259.259.259.259;528.703.703.703.704;181.481.481.481.481;Jet Blue
867.460.317.460.317;624.603.174.603.175;256.349.206.349.206;Jet Blue
725.766.871.165.644;509.815.950.920.245;0.177914110429448;Jet Blue
106.690.647.482.014;532.374.100.719.424;147.482.014.388.489;Jet Blue
102.136.363.636.364;901.590.909.090.909;0.984090909090909;Jet Blue
54.320.987.654.321;303.703.703.703.704;123.456.790.123.457;Jet Blue
837.037.037.037.037;241.666.666.666.667;0.925925925925926;Jet Blue
66.026.936.026.936;242.053.872.053.872;0.983164983164983;Jet Blue
0;0;357.142.857.142.857;Jet Blue
11.385;7.98;15.775;Jet Blue
722.619.047.619.048;720.238.095.238.095;119.047.619.047.619;Jet Blue
52.375;75.125;0.2625;Jet Blue
766.071.428.571.429;116.428.571.428.571;178.571.428.571.429;Jet Blue
151.607.142.857.143;294.642.857.142.857;0;Jet Blue
120.833.333.333.333;767.307.692.307.692;166.025.641.025.641;Jet Blue
114.356.060.606.061;111.818.181.818.182;203.787.878.787.879;Jet Blue
5.648;2.24;0.792;Delta
357.142.857.142.857;0;0;Delta
399.623.965.906.242;875.816.829.614.774;110.779.644.021.058;Delta
161.153.846.153.846;815.384.615.384.615;138.461.538.461.538;Delta
691.836.734.693.878;653.061.224.489.796;102.040.816.326.531;Delta
800.650.759.219.089;612.581.344.902.386;0.323210412147505;Delta
498.181.818.181.818;285.454.545.454.545;0;Delta
2.5;0;0;Delta
192.692.307.692.308;682.692.307.692.308;0;Delta
112.285.714.285.714;729.285.714.285.714;0.357142857142857;Delta
769.230.769.230.769;192.307.692.307.692;0;Delta
551.829.787.234.043;103.336.170.212.766;0.782127659574468;Delta
804.733.727.810.651;711.242.603.550.296;115.976.331.360.947;Delta
747.482.014.388.489;775.179.856.115.108;0.89568345323741;Delta
644.444.444.444.444;0;0;Delta
555.555.555.555.556;138.888.888.888.889;0;Delta
39.375;3.475;0;Delta
920.848.056.537.102;899.293.286.219.081;0.632508833922262;Delta
897.826.086.956.522;769.021.739.130.435;0.695652173913043;Delta
714.285.714.285.714;0;0;Delta
253.162.853.297.443;466.756.393.001.346;0.098250336473755;Delta
248.936.170.212.766;254.255.319.148.936;0.978723404255319;Delta
0;735.294.117.647.059;0.308823529411765;Delta
697.029.702.970.297;684.405.940.594.059;0.918316831683168;Delta
77.621.359.223.301;606.957.928.802.589;0.381877022653722;Delta
568.695.652.173.913;608.985.507.246.377;0.721739130434783;Delta
603.722.138.065.354;640.251.027.916.035;0.324388660463103;Delta
496.551.724.137.931;26.551.724.137.931;312.068.965.517.241;Delta
888.888.888.888.889;511.111.111.111.111;0;Delta
4.9;117.282.051.282.051;0.964102564102564;Delta
357.142.857.142.857;714.285.714.285.714;357.142.857.142.857;Delta
169.078.947.368.421;125.526.315.789.474;167.105.263.157.895;Delta
795.857.418.111.753;100.038.535.645.472;0.608863198458574;Delta
143.703.703.703.704;414.814.814.814.815;0;Delta
424.719.101.123.596;475.280.898.876.405;252.808.988.764.045;Delta
307.142.857.142.857;503.571.428.571.429;0;Delta
721.739.130.434.783;12.804.347.826.087;0;Delta
149.626.865.671.642;134.626.865.671.642;0;Delta
0;0;0;Delta
891.428.571.428.571;945.714.285.714.286;0;Delta
123.855.421.686.747;409.317.269.076.305;100.401.606.425.703;Delta
0;0;0;Delta
611.557.788.944.724;109.899.497.487.437;0.50251256281407;Delta
5.921.875;770.833.333.333.333;0.520833333333333;Delta
898.652.291.105.121;701.347.708.894.879;0.716981132075472;Delta
328.571.428.571.429;760.714.285.714.286;339.285.714.285.714;Delta
0;203.333.333.333.333;0;Delta
516.216.216.216.216;424.864.864.864.865;0.840540540540541;Delta
552.549.019.607.843;106.267.973.856.209;0.723529411764706;Delta
108.125;266.875;0;Delta
766.255.144.032.922;464.814.814.814.815;102.880.658.436.214;Delta
658.091.872.791.519;335.194.346.289.753;0.540636042402827;Delta
526.586.261.143.157;852.018.877.818.563;181.961.195.595.176;Delta
19.375;31.25;0;Delta
106.857.142.857.143;654.285.714.285.714;125.714.285.714.286;Delta
0;0;0;Delta
736.728.395.061.728;719.135.802.469.136;0.592592592592593;Delta
89.496.204.278.813;106.742.581.090.407;0.592822636300897;Delta
535.514.018.691.589;71.588.785.046.729;14.392.523.364.486;Delta
622.833.333.333.333;477.166.666.666.667;0.429166666666667;Delta
24;135.555.555.555.556;0;Delta
920.300.751.879.699;126.706.766.917.293;104.812.030.075.188;Delta
100.467.532.467.532;100.571.428.571.429;0.54025974025974;Delta
714.285.714.285.714;160.714.285.714.286;353.571.428.571.429;Delta
130.757.575.757.576;712.121.212.121.212;0.126262626262626;Delta
568.801.611.278.953;689.788.519.637.462;10.134.944.612.286;Delta
846.325.167.037.862;612.917.594.654.788;0.908685968819599;Delta
326.666.666.666.667;0.666666666666667;0;Delta
357.142.857.142.857;0;0;Delta
933.928.571.428.571;251.785.714.285.714;0;Delta
125.806.451.612.903;166.774.193.548.387;296.774.193.548.387;Delta
111.071.428.571.429;317.857.142.857.143;0;Delta
524.434.389.140.271;107.511.312.217.195;409.276.018.099.547;Delta
472.727.272.727.273;328.877.005.347.594;106.951.871.657.754;Delta
69.877.408.056.042;825.919.439.579.685;0.80385288966725;Delta
688.778.877.887.789;145.544.554.455.446;0.99009900990099;Delta
0;0;0;Delta
724.103.585.657.371;142.749.003.984.064;169.322.709.163.347;Delta
724.038.461.538.461;495.833.333.333.333;0.689102564102564;Delta
120.737.704.918.033;672.950.819.672.131;0.418032786885246;Delta
384.057.971.014.493;154.347.826.086.957;0;Delta
0;4.875;2.5;Delta
5.84;4.88;0;Delta
667.857.142.857.143;4.25;0.25;Delta
803.957.783.641.161;775.197.889.182.058;0.37467018469657;Delta
430.622.009.569.378;353.588.516.746.411;0.062200956937799;Delta
511.764.705.882.353;272.549.019.607.843;0;Delta
282.352.941.176.471;196.078.431.372.549;403.921.568.627.451;Delta
759.463.722.397.476;935.331.230.283.912;0.782334384858044;Delta
826.153.846.153.846;247.948.717.948.718;0.67948717948718;Delta
568.253.968.253.968;74.021.164.021.164;0.306878306878307;Delta
451.572.327.044.025;340.251.572.327.044;0.943396226415094;Delta
403.703.703.703.704;181.481.481.481.481;0;Delta
508.892.617.449.664;269.295.302.013.423;0.976510067114094;Delta
644.771.241.830.065;601.633.986.928.105;354.084.967.320.261;Delta
413.157.894.736.842;213.157.894.736.842;0;Delta
641.850.220.264.317;733.039.647.577.093;243.171.806.167.401;Delta
473.282.442.748.092;315.826.972.010.178;0.357251908396947;Delta
625.490.196.078.431;159.477.124.183.007;0;Delta
593.661.971.830.986;590.140.845.070.423;0.22887323943662;Delta
102.529.411.764.706;692.941.176.470.588;0.0647058823529412;Delta
720.997.375.328.084;571.916.010.498.688;0.939632545931758;Delta
883.695.652.173.913;175.760.869.565.217;352.173.913.043.478;Delta
37;11.25;0;Delta
13.7;0;0;Delta
806.578.947.368.421;78.502.024.291.498;0.976720647773279;Delta
536.842.105.263.158;469.473.684.210.526;126.315.789.473.684;Delta
119.565.217.391.304;547.826.086.956.522;0.41304347826087;United
580.851.063.829.787;259.574.468.085.106;0.127659574468085;United
118.909.090.909.091;683.636.363.636.364;0.672727272727273;United
496.428.571.428.571;357.142.857.142.857;0;United
552.592.592.592.593;522.962.962.962.963;0.622222222222222;United
0.916666666666667;947.916.666.666.667;0;United
6.5;383.333.333.333.333;0;United
47.035.175.879.397;911.892.797.319.933;0.273031825795645;United
242.592.592.592.593;353.703.703.703.704;185.185.185.185.185;United
321.387.283.236.994;298.554.913.294.798;0.511560693641618;United
5;0.675;0.275;United
752.542.372.881.356;155.932.203.389.831;259.322.033.898.305;United
447.692.307.692.308;461.538.461.538.461;0.707692307692308;United
8;6.125;320.833.333.333.333;United
411.369.509.043.928;168.475.452.196.382;0.369509043927649;United
307.638.888.888.889;341.666.666.666.667;0.0743055555555556;United
440.562.248.995.984;342.971.887.550.201;0.530120481927711;United
422.784.810.126.582;516.455.696.202.532;0.670886075949367;United
721.875;25.625;0;United
181.818.181.818.182;727.272.727.272.727;0;United
169.372.693.726.937;703.690.036.900.369;0.413284132841328;United
416.666.666.666.667;1.125;0;United
661.111.111.111.111;233.333.333.333.333;0.819444444444444;United
7.4;3.32;0;United
4.875;8.125;23.75;United
269.642.857.142.857;266.071.428.571.429;0;United
875.984.251.968.504;153.818.897.637.795;0;United
412.293.682.413.204;475.867.956.744.451;0.391007398975526;United
141.947.565.543.071;455.430.711.610.487;0.531835205992509;United
297.297.297.297.297;905.405.405.405.405;0;United
660.227.272.727.273;371.590.909.090.909;0;United
346.153.846.153.846;264.102.564.102.564;0;United
372.144.846.796.657;476.601.671.309.192;218.105.849.582.173;United
497.321.428.571.429;138.125;0;United
257.593.123.209.169;183.810.888.252.149;0.479942693409742;United
342.730.125.523.013;265.010.460.251.046;0.205020920502092;United
359.888.579.387.187;959.052.924.791.086;0.147632311977716;United
759.375;19.515.625;0;United
453.672.316.384.181;755.932.203.389.831;0.0338983050847458;United
440.763.052.208.835;467.871.485.943.775;0.684738955823293;United
0;1.24;0;United
335.185.185.185.185;355.555.555.555.556;0;United
270.662.460.567.823;858.359.621.451.104;0.34384858044164;United
5.203.125;4.765.625;0.354166666666667;United
0;0;0;United
185.185.185.185.185;444.444.444.444.444;0;United
390.123.456.790.123;13.216.049.382.716;0;United
373.972.602.739.726;102.602.739.726.027;0.410958904109589;United
414.285.714.285.714;525.615.763.546.798;0.428571428571429;United
341.772.151.898.734;427.848.101.265.823;0.860759493670886;United
286.493.395.824.457;583.553.472.518.108;0.251597784405624;United
362.121.212.121.212;277.878.787.878.788;0.578787878787879;United
280.357.142.857.143;906.071.428.571.429;107.142.857.142.857;United
285.647.058.823.529;333.882.352.941.176;0.0823529411764706;United
53.984.962.406.015;513.533.834.586.466;0;United
217.391.304.347.826;0;0;United
0;344.827.586.206.897;0;United
0;403.174.603.174.603;107.936.507.936.508;United
958.333.333.333.333;4.625;0.166666666666667;United
514.705.882.352.941;219.852.941.176.471;0.610294117647059;United
128.571.428.571.429;357.142.857.142.857;0;United
383.846.153.846.154;280.384.615.384.615;0.253846153846154;United
0;12.25;0.464285714285714;United
35.546.875;0.400390625;0.154296875;United
285.202.108.963.093;130.439.367.311.072;0.239015817223199;United
460.975.609.756.098;2.5;0.780487804878049;United
109.230.769.230.769;292.307.692.307.692;0.865384615384615;United
471.153.846.153.846;371.153.846.153.846;0;United
520.606.060.606.061;173.939.393.939.394;0.278787878787879;United
157.731.958.762.887;170.790.378.006.873;0.0927835051546392;United
0;572.222.222.222.222;0;United
373.076.923.076.923;726.923.076.923.077;446.153.846.153.846;United
4.300.395.256.917;31.699.604.743.083;0.280632411067194;United
