;outcome;purpose_;dti;borrower_score;payment_inc_ratio
25169;paid off;home_improvement;19.43;0.65;103.724
851;default;debt_consolidation;23.25;0.5;103.766
33675;paid off;home_improvement;9.83;0.6;376.765
4984;default;debt_consolidation;17.74;0.3;845.441
28932;paid off;debt_consolidation;15.03;0.5;589.215
41827;paid off;debt_consolidation;7.13;0.65;898.385
14876;default;credit_card;25.58;0.5;14.949
2006;default;medical;7.68;0.45;785.616
39207;paid off;other;7.73;0.5;4.24
43271;paid off;debt_consolidation;23.8;0.3;708.136
38216;paid off;home_improvement;25.2;0.7;894.946
30391;paid off;debt_consolidation;26.34;0.4;102.072
31089;paid off;credit_card;22.25;0.5;136.089
37641;paid off;major_purchase;28.06;0.6;849.254
43572;paid off;debt_consolidation;18.69;0.35;535.611
7806;default;other;11;0.45;122.527
19740;default;debt_consolidation;18.45;0.6;103.573
41452;paid off;debt_consolidation;17.09;0.7;125.653
30643;paid off;debt_consolidation;20.67;0.6;146.004
41388;paid off;debt_consolidation;24.24;0.4;475.849
13857;default;debt_consolidation;21.53;0.4;919.075
25453;paid off;debt_consolidation;12.31;0.75;279.154
18606;default;credit_card;17.41;0.5;939.918
4624;default;small_business;7.3;0.65;157.636
13344;default;debt_consolidation;19.7;0.5;932.952
31001;paid off;other;14.48;0.55;340.884
36794;paid off;credit_card;4.56;0.5;448.937
30085;paid off;debt_consolidation;12.21;0.65;300.869
35546;paid off;debt_consolidation;1.87;0.45;989.128
29044;paid off;debt_consolidation;13.63;0.6;198.475
10793;default;other;4.95;0.55;221.124
11823;default;debt_consolidation;16.55;0.65;702.969
34322;paid off;debt_consolidation;10.46;0.8;934.286
38186;paid off;debt_consolidation;16.2;0.6;3.18
37424;paid off;home_improvement;1.84;0.65;41.506
12732;default;debt_consolidation;7.17;0.35;841.009
10375;default;debt_consolidation;15.81;0.5;117.797
28380;paid off;debt_consolidation;3.45;0.75;977.212
39745;paid off;credit_card;18.43;0.65;104.415
23497;paid off;small_business;10.11;0.45;635.109
27609;paid off;debt_consolidation;9.77;0.7;429.129
13035;default;credit_card;9.27;0.4;759.315
12445;default;home_improvement;17.87;0.5;100.879
13717;default;debt_consolidation;12.97;0.2;705.081
38695;paid off;credit_card;14.37;0.4;50.709
46191;paid off;credit_card;9.18;0.4;123.248
32477;paid off;home_improvement;11.15;0.85;408.834
26288;paid off;major_purchase;16.47;0.7;550.931
40503;paid off;home_improvement;14.51;0.7;444.946
18668;default;debt_consolidation;18.55;0.55;850.428
13724;default;credit_card;23.24;0.65;152.021
28193;paid off;debt_consolidation;20.74;0.6;904.254
39081;paid off;debt_consolidation;0.46;0.6;278.815
22127;default;debt_consolidation;27.19;0.1;604.832
15196;default;debt_consolidation;28.5;0.5;137.614
6053;default;home_improvement;8.57;0.3;336.309
28315;paid off;debt_consolidation;26.43;0.4;55.039
23572;paid off;debt_consolidation;12.09;0.55;334.648
36178;paid off;other;3.63;0.55;102.471
577;default;credit_card;10.5;0.45;7.939
23423;paid off;credit_card;8.66;0.6;341.656
20643;default;debt_consolidation;13.42;0.3;122.106
42638;paid off;home_improvement;11.31;0.45;122.755
43493;paid off;debt_consolidation;16.38;0.4;3.175
32273;paid off;credit_card;13.91;0.4;661.398
5565;default;credit_card;11.56;0.45;76.974
26131;paid off;debt_consolidation;24.7;0.5;81.085
10096;default;debt_consolidation;17.85;0.5;235.677
42827;paid off;debt_consolidation;22.04;0.55;214.113
31259;paid off;debt_consolidation;10.24;0.5;375.855
30233;paid off;debt_consolidation;23.96;0.45;13.714
32527;paid off;home_improvement;11.19;0.7;268.516
34615;paid off;credit_card;18.45;0.65;136.846
13014;default;credit_card;16.8;0.6;739.059
161;default;credit_card;23.79;0.4;91.656
16022;default;credit_card;23.24;0.45;121.128
7699;default;debt_consolidation;9.13;0.45;546.738
19084;default;major_purchase;11;0.65;142.768
11382;default;debt_consolidation;22.78;0.3;997.381
14435;default;debt_consolidation;24.48;0.55;467.285
43128;paid off;debt_consolidation;19.51;0.75;679.933
34095;paid off;debt_consolidation;15.79;0.5;592.855
13288;default;debt_consolidation;28.65;0.7;767.446
19656;default;other;15.21;0.5;115.347
41713;paid off;debt_consolidation;15.37;0.55;608.717
11174;default;debt_consolidation;9.68;0.3;766.732
38658;paid off;debt_consolidation;17.33;0.45;378.171
41790;paid off;debt_consolidation;13.38;0.35;107.282
2653;default;debt_consolidation;13.56;0.35;149.568
28458;paid off;debt_consolidation;15.86;0.7;149.708
32980;paid off;debt_consolidation;16.24;0.55;62.324
14972;default;debt_consolidation;23.06;0.4;528.292
29046;paid off;debt_consolidation;14.33;0.5;533.026
19892;default;other;14.7;0.55;211.464
32669;paid off;debt_consolidation;9.77;0.6;943.527
2214;default;debt_consolidation;3.73;0.6;692.067
34467;paid off;debt_consolidation;7.17;0.55;903.435
28846;paid off;debt_consolidation;8.07;0.6;648.736
2906;default;debt_consolidation;6.53;0.7;6.032
31419;paid off;debt_consolidation;11.96;0.55;839.936
12087;default;small_business;8.18;0.35;192.878
23773;paid off;debt_consolidation;21.16;0.7;467.688
41805;paid off;other;14.54;0.5;248.538
367;default;debt_consolidation;22.22;0.6;104.328
13019;default;credit_card;18.86;0.25;137.632
34191;paid off;credit_card;17.11;0.55;871.689
45057;paid off;debt_consolidation;4.32;0.4;439.993
4479;default;other;13.49;0.5;482.886
477;default;debt_consolidation;10.58;0.3;56.182
268;default;credit_card;6.33;0.35;443.481
18612;default;debt_consolidation;23.83;0.35;366.505
1988;default;debt_consolidation;14.45;0.55;214.311
11169;default;debt_consolidation;24.56;0.5;448.983
30929;paid off;other;24.43;0.5;269.378
30992;paid off;debt_consolidation;7.41;0.55;4.809
6575;default;credit_card;10.4;0.5;126.318
25338;paid off;credit_card;7.28;0.7;201.104
17839;default;debt_consolidation;34.47;0.35;14.385
26010;paid off;debt_consolidation;26.19;0.6;122.281
5324;default;other;18.24;0.55;111.223
35116;paid off;credit_card;21.07;0.3;368.286
31141;paid off;debt_consolidation;16.95;0.45;108.869
40286;paid off;credit_card;10.16;0.4;232.027
43515;paid off;debt_consolidation;27.06;0.6;807.778
38657;paid off;other;31.96;0.4;964.778
27320;paid off;other;13.79;0.4;100.671
31482;paid off;debt_consolidation;29.93;0.6;766.412
39915;paid off;other;10.72;0.55;730.973
33922;paid off;debt_consolidation;23.91;0.6;584.543
29026;paid off;debt_consolidation;13.34;0.45;793.752
17619;default;debt_consolidation;20.48;0.55;107.189
3340;default;small_business;5.66;0.65;33.806
40969;paid off;debt_consolidation;22.34;0.55;298.691
3815;default;debt_consolidation;24.37;0.4;885.897
38709;paid off;credit_card;17.67;0.3;106.795
26260;paid off;home_improvement;3.82;0.65;143.116
33188;paid off;other;15.02;0.45;316.267
40562;paid off;debt_consolidation;10.55;0.35;684.483
3403;default;home_improvement;1.66;0.55;58.773
38442;paid off;debt_consolidation;16.97;0.35;485.964
44744;paid off;debt_consolidation;11.4;0.45;65.595
24854;paid off;debt_consolidation;14.17;0.7;542.417
11672;default;debt_consolidation;6.85;0.3;807.637
9397;default;credit_card;29.61;0.5;427.614
12658;default;home_improvement;15.24;0.65;795.829
28395;paid off;credit_card;24.6;0.15;57.564
3032;default;credit_card;11.03;0.5;656.772
18738;default;other;9.91;0.65;126.644
19470;default;debt_consolidation;23.66;0.4;998.963
3302;default;debt_consolidation;0.99;0.55;526.525
42560;paid off;debt_consolidation;16.04;0.6;916.867
43982;paid off;small_business;24.77;0.35;266.955
25027;paid off;credit_card;13.12;0.5;472.775
26850;paid off;debt_consolidation;15.41;0.6;136.563
35902;paid off;small_business;1.2;0.6;55.056
777;default;debt_consolidation;12.87;0.4;240.043
21502;default;debt_consolidation;22.51;0.55;117.181
34748;paid off;major_purchase;5.81;0.45;461.388
24455;paid off;credit_card;9.19;0.6;835.627
2414;default;debt_consolidation;10.76;0.5;821.455
43032;paid off;credit_card;22.75;0.55;62.388
26244;paid off;other;18.39;0.4;10.491
5798;default;other;15.1;0.5;67.675
34002;paid off;credit_card;6.97;0.55;6.654
36035;paid off;debt_consolidation;2.62;0.55;347.492
26452;paid off;credit_card;18.08;0.45;14.493
24654;paid off;debt_consolidation;15.54;0.7;661.711
20996;default;credit_card;35.27;0.2;93.208
13252;default;debt_consolidation;21.18;0.4;193.841
5310;default;debt_consolidation;13.5;0.5;152.238
20238;default;small_business;10.93;0.35;732.758
4518;default;home_improvement;10.13;0.5;717.143
11017;default;debt_consolidation;23.91;0.5;789.942
22239;default;debt_consolidation;33.58;0.25;501.384
9601;default;debt_consolidation;13.14;0.45;873.165
45635;paid off;home_improvement;20.33;0.45;957.113
4993;default;other;4.89;0.35;186.226
25790;paid off;debt_consolidation;8.77;0.6;3.414
16000;default;debt_consolidation;29.61;0.3;927.557
1260;default;debt_consolidation;15.08;0.25;133.256
37556;paid off;debt_consolidation;15.78;0.55;92.362
6676;default;debt_consolidation;21.09;0.4;138.118
42394;paid off;credit_card;10.79;0.7;312.913
5801;default;other;20.6;0.25;318.312
13447;default;debt_consolidation;6.69;0.55;127.113
35448;paid off;credit_card;17.82;0.45;773.082
40742;paid off;credit_card;11.58;0.55;78.732
41379;paid off;debt_consolidation;22.15;0.7;500.658
9407;default;debt_consolidation;8.77;0.65;144.145
42387;paid off;credit_card;10.82;0.5;841.089
17267;default;home_improvement;18.69;0.35;4.821
35914;paid off;credit_card;29.86;0.45;977.031
23106;default;debt_consolidation;26.76;0.55;100.302
25444;paid off;debt_consolidation;20.16;0.45;126.715
36125;paid off;other;15.51;0.65;533.801
42500;paid off;debt_consolidation;24.36;0.6;724.571
24719;paid off;credit_card;8.7;0.65;511.733
43500;paid off;debt_consolidation;30;0.45;117.333
14743;default;debt_consolidation;23.97;0.55;50.081
36570;paid off;debt_consolidation;14.66;0.7;131.306
40530;paid off;debt_consolidation;18.18;0.6;9.783
44295;paid off;credit_card;11.3;0.45;74.542
42443;paid off;debt_consolidation;29.63;0.45;8.64
45546;paid off;major_purchase;5.09;0.6;15.985
35160;paid off;credit_card;27.16;0.55;102.976
32662;paid off;debt_consolidation;0.94;0.7;950.297
25341;paid off;debt_consolidation;31.7;0.4;785.312
20988;default;debt_consolidation;10.26;0.4;147.303
11083;default;home_improvement;33.05;0.4;349.024
7031;default;debt_consolidation;17.69;0.5;252.454
16375;default;other;25.77;0.4;681.893
15446;default;debt_consolidation;19.33;0.7;14.733
29522;paid off;debt_consolidation;11.18;0.5;281.267
34138;paid off;debt_consolidation;30.48;0.5;93.669
5090;default;major_purchase;17.53;0.55;501.175
42219;paid off;debt_consolidation;7.54;0.6;137.345
35137;paid off;credit_card;12.56;0.45;101.839
18288;default;debt_consolidation;9.57;0.55;676.815
16398;default;debt_consolidation;6.38;0.55;637.571
23781;paid off;credit_card;9.31;0.55;54.795
39164;paid off;credit_card;4.68;0.7;3.138
35132;paid off;major_purchase;0.98;0.65;255.567
37850;paid off;other;13.6;0.7;155.975
11229;default;debt_consolidation;23.38;0.5;105.191
42212;paid off;major_purchase;8.46;0.6;0.863586
8632;default;other;7.63;0.25;139.612
26534;paid off;debt_consolidation;21.08;0.45;107.363
19263;default;debt_consolidation;11.89;0.45;120.735
26745;paid off;debt_consolidation;9.97;0.65;608.519
19609;default;other;19.16;0.25;26.611
24336;paid off;credit_card;11.55;0.4;129.734
24892;paid off;debt_consolidation;20.83;0.45;730.457
10651;default;debt_consolidation;24.96;0.4;814.214
5983;default;major_purchase;15.65;0.45;560.174
29928;paid off;debt_consolidation;18.78;0.35;4.372
32988;paid off;debt_consolidation;1.55;0.65;568.117
9259;default;home_improvement;23.1;0.3;0.942635
28854;paid off;debt_consolidation;6.94;0.45;415.232
42309;paid off;home_improvement;0.26;0.6;462.141
11294;default;debt_consolidation;21.36;0.2;854.374
35529;paid off;debt_consolidation;25.91;0.45;621.355
32420;paid off;debt_consolidation;14.91;0.45;558.057
7969;default;major_purchase;11.9;0.45;620.628
41109;paid off;credit_card;19.32;0.55;116.859
36991;paid off;debt_consolidation;5.75;0.5;953.521
5075;default;other;11.88;0.45;380.097
25438;paid off;debt_consolidation;10.23;0.6;102.575
7288;default;debt_consolidation;25.71;0.45;79.704
304;default;major_purchase;1.88;0.55;730.353
36324;paid off;credit_card;17.37;0.65;436.762
32301;paid off;debt_consolidation;17.23;0.65;25.119
36353;paid off;credit_card;9.47;0.7;272.171
36409;paid off;debt_consolidation;10.58;0.65;728.284
378;default;debt_consolidation;11.49;0.3;119.206
43647;paid off;credit_card;25.18;0.6;875.574
14366;default;debt_consolidation;23.08;0.65;693.212
3143;default;debt_consolidation;2.94;0.2;482.151
45099;paid off;other;5.89;0.5;312.831
45100;paid off;debt_consolidation;16.25;0.45;13.532
45490;paid off;major_purchase;1.2;0.75;4.968
43114;paid off;credit_card;9.82;0.6;149.198
45210;paid off;debt_consolidation;8.87;0.7;697.858
42282;paid off;home_improvement;6.48;0.5;362.682
11740;default;debt_consolidation;8.07;0.7;923.502
44704;paid off;home_improvement;11.53;0.7;0.986609
758;default;debt_consolidation;21.98;0.4;104.174
32236;paid off;debt_consolidation;25.87;0.35;191.907
15173;default;credit_card;16.62;0.4;556.017
43089;paid off;credit_card;18.37;0.5;598.038
45453;paid off;other;25.6;0.5;294.343
28306;paid off;other;5.6;0.8;141.868
11485;default;other;31.92;0.6;121.008
10880;default;debt_consolidation;14.26;0.55;892.768
6038;default;credit_card;13.44;0.3;823.416
32188;paid off;credit_card;21.66;0.55;563.235
2330;default;home_improvement;2.43;0.55;502.341
16389;default;other;23.19;0.35;347.365
8502;default;home_improvement;14.01;0.55;20.415
12152;default;credit_card;25.5;0.35;824.544
28231;paid off;debt_consolidation;9.11;0.8;13.045
20799;default;debt_consolidation;23.21;0.5;116.809
31018;paid off;debt_consolidation;8.64;0.3;55.455
32077;paid off;home_improvement;12.89;0.4;139.421
14014;default;small_business;14.8;0.3;136.717
40226;paid off;major_purchase;21.81;0.35;345.075
32924;paid off;medical;16.8;0.6;77.796
20289;default;debt_consolidation;10.55;0.5;755.768
32902;paid off;major_purchase;16.31;0.6;182.615
6924;default;debt_consolidation;16.52;0.5;498.862
35240;paid off;debt_consolidation;26.26;0.7;453.629
19641;default;debt_consolidation;10.44;0.5;317.042
37312;paid off;credit_card;13.22;0.4;101.084
4728;default;debt_consolidation;20.24;0.3;163.473
42442;paid off;debt_consolidation;29.54;0.4;864.422
25779;paid off;debt_consolidation;24.24;0.4;103.874
45813;paid off;other;10.84;0.55;185.238
529;default;debt_consolidation;10.4;0.4;15.318
43631;paid off;debt_consolidation;9.7;0.55;133.243
45627;paid off;debt_consolidation;23.13;0.35;677.022
26891;paid off;debt_consolidation;26.37;0.5;104.221
42945;paid off;credit_card;7.87;0.5;19.002
9551;default;debt_consolidation;23.18;0.45;142.859
1307;default;credit_card;13.42;0.3;4.44
42957;paid off;debt_consolidation;17.27;0.85;113.981
37285;paid off;credit_card;22.99;0.5;102.647
859;default;other;12.84;0.55;35.301
37843;paid off;debt_consolidation;25.79;0.55;632.351
32197;paid off;debt_consolidation;30.42;0.65;854.576
6681;default;credit_card;21.54;0.55;73.274
32715;paid off;debt_consolidation;8.93;0.5;108.474
13686;default;major_purchase;20.24;0.4;167.214
26502;paid off;credit_card;16.59;0.65;831.157
25860;paid off;home_improvement;13.45;0.6;586.254
18098;default;debt_consolidation;28.08;0.2;264.202
20387;default;medical;11.12;0.6;268.368
15671;default;other;8.58;0.45;558.424
21612;default;debt_consolidation;28.87;0.6;847.533
19919;default;debt_consolidation;16.92;0.3;125.306
36927;paid off;debt_consolidation;18.23;0.4;625.813
27095;paid off;debt_consolidation;11.83;0.75;139.171
32864;paid off;debt_consolidation;11.78;0.75;995.447
40011;paid off;credit_card;12.57;0.55;10.956
10387;default;debt_consolidation;8.86;0.6;57.974
2213;default;debt_consolidation;14.35;0.4;105.988
20834;default;other;12.74;0.45;18.264
1021;default;credit_card;19.72;0.6;103.242
12902;default;debt_consolidation;18.69;0.55;104.993
39242;paid off;debt_consolidation;4.12;0.6;600.766
22613;default;debt_consolidation;23.29;0.4;102.454
5607;default;debt_consolidation;13.44;0.4;46.792
10320;default;debt_consolidation;24.45;0.5;982.954
35447;paid off;debt_consolidation;21.8;0.6;544.637
28061;paid off;debt_consolidation;17.44;0.6;104.788
18466;default;small_business;20.94;0.55;154.423
22004;default;debt_consolidation;18.69;0.2;124.349
10628;default;debt_consolidation;34.72;0.55;142.293
9994;default;other;19.94;0.3;69.192
41410;paid off;credit_card;14.48;0.5;612.808
25177;paid off;credit_card;10.81;0.45;907.906
36697;paid off;debt_consolidation;8.75;0.4;750.987
29511;paid off;debt_consolidation;4.61;0.6;117.902
25056;paid off;credit_card;24.74;0.7;498.138
11454;default;debt_consolidation;29.6;0.35;168.282
21616;default;debt_consolidation;27.13;0.4;627.091
4942;default;home_improvement;7.62;0.65;736.884
31425;paid off;debt_consolidation;18.93;0.45;100.635
45973;paid off;credit_card;9.86;0.45;129.553
511;default;credit_card;17;0.35;12.094
9231;default;debt_consolidation;11.75;0.55;11.434
12514;default;debt_consolidation;34.77;0.45;147.033
6909;default;debt_consolidation;17.18;0.6;175.642
23700;paid off;debt_consolidation;11.6;0.6;13.499
42726;paid off;debt_consolidation;25.07;0.45;383.623
44412;paid off;other;5.29;0.6;872.175
5715;default;debt_consolidation;9.43;0.35;125.409
40271;paid off;other;21.83;0.3;177.854
42499;paid off;small_business;17;0.45;10.418
2589;default;home_improvement;13.52;0.55;319.167
9760;default;debt_consolidation;21.45;0.5;104.759
43592;paid off;debt_consolidation;12.59;0.55;110.751
42044;paid off;debt_consolidation;25.77;0.5;354.254
18920;default;small_business;10.29;0.6;169.973
23941;paid off;credit_card;15.61;0.55;743.773
43866;paid off;debt_consolidation;5.06;0.55;720.157
7441;default;other;20.1;0.6;132.853
14229;default;debt_consolidation;9.52;0.45;4.528
12158;default;credit_card;33.47;0.4;104.953
31988;paid off;debt_consolidation;15.86;0.65;125.428
5263;default;debt_consolidation;8.66;0.55;32.052
20460;default;credit_card;14.9;0.35;143.209
7379;default;debt_consolidation;15.07;0.65;437.526
13848;default;other;30.04;0.45;522.671
3199;default;debt_consolidation;19.78;0.55;3.401
11931;default;debt_consolidation;23.18;0.65;843.566
9479;default;debt_consolidation;32.47;0.5;115.128
5027;default;other;20.75;0.55;136.897
10106;default;debt_consolidation;19.69;0.4;404.964
9189;default;debt_consolidation;15.38;0.35;14.553
30815;paid off;debt_consolidation;33.92;0.35;10.332
21293;default;credit_card;10.75;0.6;63.034
36591;paid off;debt_consolidation;16.83;0.4;106.599
41434;paid off;debt_consolidation;6.05;0.65;670.482
24799;paid off;debt_consolidation;23.73;0.25;127.037
32673;paid off;credit_card;10.12;0.5;146.077
42796;paid off;other;7.81;0.45;146.366
42062;paid off;debt_consolidation;12.44;0.45;14.287
14934;default;debt_consolidation;16.55;0.3;106.227
30697;paid off;credit_card;4.69;0.6;6.352
2765;default;other;11.22;0.15;108.063
10446;default;debt_consolidation;12.68;0.45;857.889
21597;default;credit_card;25.95;0.5;160.671
45141;paid off;credit_card;12.17;0.65;273.582
8849;default;debt_consolidation;26.81;0.55;462.567
37013;paid off;credit_card;6.78;0.75;107.465
8786;default;debt_consolidation;10.25;0.4;107.432
30407;paid off;debt_consolidation;19.32;0.45;638.367
28067;paid off;credit_card;7.15;0.5;718.256
7077;default;debt_consolidation;21.88;0.2;582.776
23507;paid off;debt_consolidation;12.69;0.5;22.692
9312;default;credit_card;29.31;0.35;849.608
15085;default;debt_consolidation;32.34;0.25;137.677
36016;paid off;debt_consolidation;8.3;0.55;701.267
15428;default;debt_consolidation;30;0.5;191.779
13602;default;credit_card;26.02;0.5;181.093
33795;paid off;credit_card;8.42;0.5;412.877
303;default;debt_consolidation;8.88;0.55;70.226
2198;default;debt_consolidation;16.05;0.45;120.036
33483;paid off;debt_consolidation;14.76;0.65;722.875
40665;paid off;other;20.8;0.45;11.678
36956;paid off;debt_consolidation;3.71;0.7;158.874
26418;paid off;debt_consolidation;11.04;0.35;65.458
36866;paid off;debt_consolidation;33.07;0.55;134.578
22996;default;debt_consolidation;26.46;0.45;127.368
25293;paid off;credit_card;20.37;0.4;115.534
9328;default;home_improvement;12.89;0.6;6.336
34194;paid off;debt_consolidation;19.68;0.45;828.686
39140;paid off;credit_card;24.52;0.4;176.502
22888;default;debt_consolidation;17.24;0.6;7.659
8475;default;other;20.86;0.4;105.486
43745;paid off;debt_consolidation;20.58;0.55;12.296
41007;paid off;small_business;16.16;0.6;79.036
24323;paid off;credit_card;6.58;0.65;218.061
12013;default;debt_consolidation;20.54;0.5;779.721
16521;default;debt_consolidation;17.47;0.65;102.353
12113;default;debt_consolidation;20.03;0.35;111.109
45236;paid off;credit_card;12.12;0.6;400.589
40407;paid off;other;16.56;0.55;985.925
45703;paid off;debt_consolidation;8.34;0.55;220.845
7424;default;debt_consolidation;2.71;0.55;383.003
5403;default;debt_consolidation;13.04;0.5;338.452
12736;default;debt_consolidation;11.13;0.35;545.785
4141;default;other;16.17;0.55;519.772
18426;default;debt_consolidation;23.66;0.45;161.581
11304;default;debt_consolidation;6.65;0.5;151.832
32951;paid off;debt_consolidation;19.12;0.75;101.327
39935;paid off;credit_card;12.98;0.7;51.324
32822;paid off;debt_consolidation;24.06;0.4;354.345
5787;default;other;24.81;0.25;12.504
36374;paid off;debt_consolidation;5.38;0.5;527.029
26175;paid off;other;11.91;0.35;209.412
23417;paid off;debt_consolidation;16.54;0.6;804.629
44800;paid off;debt_consolidation;9.15;0.6;563.111
33648;paid off;other;8.67;0.65;358.071
14583;default;debt_consolidation;11.58;0.45;988.038
10532;default;other;8.62;0.3;39.156
43027;paid off;debt_consolidation;11.39;0.45;127.265
24573;paid off;debt_consolidation;17.18;0.65;827.966
33820;paid off;debt_consolidation;9.78;0.7;989.467
10108;default;debt_consolidation;7.37;0.55;899.928
43180;paid off;debt_consolidation;16.6;0.65;46.716
35125;paid off;debt_consolidation;15.04;0.25;0.406459
14509;default;major_purchase;13.28;0.45;765.453
4450;default;small_business;2.5;0.6;730.943
3375;default;debt_consolidation;14.32;0.6;431.232
16660;default;debt_consolidation;26.91;0.6;182.746
33178;paid off;debt_consolidation;12.58;0.65;39.367
22069;default;debt_consolidation;12.91;0.5;424.053
18015;default;debt_consolidation;11.88;0.5;87.672
22364;default;debt_consolidation;23.15;0.45;613.865
16329;default;credit_card;21.47;0.25;131.147
2719;default;major_purchase;2.95;0.5;283.622
44272;paid off;debt_consolidation;10.15;0.7;137.425
840;default;debt_consolidation;18.64;0.4;123.532
45222;paid off;home_improvement;2.8;0.4;326.374
38276;paid off;debt_consolidation;32.74;0.25;946.235
43358;paid off;other;1;0.6;402.133
30975;paid off;credit_card;21.67;0.4;944.944
26818;paid off;debt_consolidation;24.39;0.75;132.126
10204;default;debt_consolidation;21.24;0.5;992.313
4335;default;debt_consolidation;20.88;0.5;80.988
22287;default;small_business;24.95;0.6;143.582
38236;paid off;debt_consolidation;27.11;0.5;113.151
19137;default;credit_card;21.37;0.45;826.055
37379;paid off;debt_consolidation;21.93;0.55;13.483
15979;default;debt_consolidation;32.26;0.35;547.552
28411;paid off;debt_consolidation;12.44;0.4;882.578
45462;paid off;home_improvement;18.78;0.45;115.595
2604;default;debt_consolidation;1.55;0.55;678.097
13397;default;credit_card;6;0.3;140.235
35457;paid off;debt_consolidation;22.27;0.6;465.566
27298;paid off;debt_consolidation;15.3;0.6;954.333
41550;paid off;debt_consolidation;18.64;0.55;528.011
38219;paid off;debt_consolidation;16.95;0.55;766.463
9814;default;debt_consolidation;27.37;0.35;124.835
4449;default;other;0.6;0.75;162.265
7956;default;other;17.58;0.45;852.626
38200;paid off;debt_consolidation;9.93;0.35;360.384
33132;paid off;debt_consolidation;12.88;0.6;598.304
13045;default;debt_consolidation;15.46;0.45;110.826
40006;paid off;credit_card;13.76;0.4;184.451
3842;default;home_improvement;22.22;0.2;619.062
46094;paid off;debt_consolidation;29.28;0.6;71.216
36544;paid off;debt_consolidation;19;0.5;11.961
27501;paid off;debt_consolidation;23.16;0.35;129.151
4130;default;other;14.47;0.55;397.956
22796;default;debt_consolidation;16.92;0.6;17.436
6560;default;home_improvement;3.88;0.2;189.043
45679;paid off;debt_consolidation;9.6;0.8;133.042
5391;default;debt_consolidation;20.22;0.55;501.021
35225;paid off;home_improvement;10.33;0.8;159.378
33020;paid off;other;1.81;0.5;509.981
38192;paid off;credit_card;16.95;0.6;580.815
40991;paid off;debt_consolidation;4.61;0.65;855.566
4343;default;other;22.63;0.55;737.548
1097;default;other;23.43;0.35;106.389
22449;default;debt_consolidation;30.05;0.4;862.512
28597;paid off;other;16.63;0.6;120.393
31806;paid off;major_purchase;7.55;0.7;241.976
28703;paid off;debt_consolidation;6.79;0.85;515.619
40598;paid off;other;18.51;0.5;945.333
4429;default;home_improvement;10.07;0.4;22.2
40127;paid off;home_improvement;21.01;0.5;164.304
38550;paid off;debt_consolidation;14.81;0.6;80.856
30039;paid off;debt_consolidation;16.75;0.6;562.217
30091;paid off;debt_consolidation;14.12;0.7;694.365
29577;paid off;other;12.98;0.65;7.104
42743;paid off;credit_card;33.95;0.4;725.359
35104;paid off;debt_consolidation;30.59;0.6;797.406
27907;paid off;debt_consolidation;8.42;0.7;373.937
19575;default;other;4.1;0.75;18.891
39278;paid off;debt_consolidation;13.28;0.55;653.168
6950;default;debt_consolidation;18.57;0.4;150.276
13768;default;credit_card;28.72;0.25;89.994
20516;default;debt_consolidation;13.13;0.35;166.212
35500;paid off;credit_card;21.05;0.35;121.855
9512;default;debt_consolidation;10.53;0.45;98.769
21330;default;debt_consolidation;27.89;0.35;8.769
23237;paid off;credit_card;7.53;0.55;542.189
39133;paid off;credit_card;14.47;0.4;141.607
33951;paid off;credit_card;23.63;0.55;894.436
32248;paid off;debt_consolidation;5.09;0.7;69.416
7870;default;debt_consolidation;12.23;0.45;153.065
6770;default;small_business;18.47;0.5;717.932
1758;default;debt_consolidation;12.28;0.55;249.075
7585;default;credit_card;30.85;0.45;791.653
17498;default;debt_consolidation;28.42;0.45;887.244
27018;paid off;debt_consolidation;10.85;0.7;515.253
30678;paid off;debt_consolidation;7.81;0.75;517.613
14177;default;debt_consolidation;19.67;0.5;600.775
4133;default;home_improvement;7.4;0.55;14.249
20382;default;debt_consolidation;22.04;0.3;580.585
23805;paid off;debt_consolidation;10.24;0.55;101.216
24738;paid off;debt_consolidation;10.48;0.55;360.932
5436;default;credit_card;20.24;0.4;60.316
25582;paid off;debt_consolidation;15.87;0.6;7.95
25633;paid off;home_improvement;10.97;0.7;741.629
42676;paid off;debt_consolidation;14.9;0.65;790.875
17243;default;home_improvement;27.72;0.25;424.841
20092;default;debt_consolidation;7.99;0.55;415.386
30671;paid off;credit_card;10.56;0.55;393.664
32020;paid off;debt_consolidation;19.68;0.45;32.586
45271;paid off;debt_consolidation;4.58;0.6;192.577
23265;paid off;major_purchase;12.47;0.6;480.568
37357;paid off;credit_card;15.1;0.65;4.763
19488;default;debt_consolidation;22.83;0.5;518.718
12105;default;debt_consolidation;9;0.45;947.323
20333;default;debt_consolidation;9.08;0.45;198.467
13076;default;debt_consolidation;20.44;0.4;14.726
15270;default;debt_consolidation;20.21;0.4;758.385
20775;default;major_purchase;9.62;0.5;200.496
4774;default;home_improvement;4.1;0.65;420.148
44409;paid off;credit_card;24.65;0.45;14.736
79;default;debt_consolidation;5.47;0.45;1.914
45843;paid off;small_business;20.66;0.4;51.216
16497;default;credit_card;26.44;0.45;672.424
18474;default;debt_consolidation;24;0.4;110.907
22313;default;debt_consolidation;15.71;0.35;457.724
43319;paid off;credit_card;29.73;0.55;137.585
40292;paid off;debt_consolidation;26.01;0.3;123.235
10638;default;other;28.63;0.5;397.689
14267;default;credit_card;16.37;0.7;522.306
